Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
17-024395,2017-05,5/21/2017 19:29,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2702,GEYER AVE           ,24, , ,2702,GEYER,898493.1,1012359
17-025227,2017-05,5/25/2017 2:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,9101,GATELAND AVE        ,73, , ,9101,GATELAND,892783.3,1051507
17-024455,2017-05,5/22/2017 4:25,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4228,HUNT AVE            ,39, , ,4228,HUNT,890142.8,1015911
17-023955,2017-05,5/19/2017 0:05,Y, , ,1, ,71030,3,AUTO THEFT-PERM RETNT/JOY RIDE                    ,3118,MIAMI ST            ,19, , ,3118,MIAMI,895630.7,1004030
17-026314,2017-05,5/31/2017 7:00,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500                  ,0,S BROADWAY / I 55 NORTHBOUND,20, , ,6431,VERMONT,907502.5,1012809
17-025209,2017-05,5/25/2017 16:10,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,1200,N 9TH ST            ,62, , ,711,BIDDLE,908518.9,1020678
17-023838,2017-05,5/18/2017 15:20,Y, , ,1, ,91123,4,SIMPLE ASSAULT-CHILD/NO INJURY                    ,1900,CASS AVE            ,61, ,STREET,1832,CASS,904891.8,1023159
17-023852,2017-05,5/15/2017 14:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1820,MARKET ST           ,36,UNION STATION PARKING LOT, ,919,JEFFERSON,903731.7,1018016
17-025796,2017-05,5/29/2017 6:45,Y, , ,1, ,69703,3,LARCENY-ALL OTH/FRM PRSN/UNDER $500               ,3518,S GRAND BLVD        ,25,PHILLIPS GAS STATION, ,3518,GRAND,893530.5,1004900
17-024059,2017-05,5/19/2017 20:50,Y, , ,1, ,250000,5,LOITERING-BEGGING                                 ,512,N EUCLID AVE        ,38, , ,512,EUCLID,888761.9,1025574
17-024954,2017-05,5/24/2017 12:13,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,6017,MARGARETTA AVE      ,70, ,ALLEY,6017,MARGARETTA,884820.3,1040480
17-024453,2017-05,5/22/2017 3:40,Y, , ,1, ,91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",1465,S GRAND BLVD        ,29, ,@CARDINAL GLENNON HOSPITAL,1465,GRAND,894852.6,1015265
17-024738,2017-05,5/22/2017 16:00,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500                  ,1212,N 13TH ST           ,61, , ,1212,BIDDLE,907266.4,1021102
17-025809,2017-05,5/29/2017 9:49,Y, , ,1, ,69702,5,LARCENY-ALL OTHER UNDER $500                      ,900,N KINGSHIGHWAY BLVD ,53, ,APT 3F,900,KINGSHIGHWAY,887992.3,1027106
17-024672,2017-05,5/22/2017 20:00,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING                          ,801,N 11TH ST           ,35,ST LOUIS SCHOOL BOARD, ,801,11TH,907512.3,1019461
17-025221,2017-05,5/25/2017 16:05,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,39,BREMEN AVE          ,64, , ,39,BREMEN,908707,1031696
17-026264,2017-05,5/31/2017 14:06,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,721,N TUCKER BLVD       ,36,SHELL GAS STATION, ,721,TUCKER,906857.6,1019492
17-024075,2017-05,5/20/2017 2:20,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE                          ,721,N TUCKER BLVD       ,36, , ,721,TUCKER,906857.6,1019492
17-025880,2017-05,5/29/2017 0:35,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING                          ,101,S 14TH ST           ,36,SCOTTRADE CENTER,SCOTTRADE CENTER,101,14TH,905518.4,1017446
17-024772,2017-05,5/23/2017 11:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,4714,LEXINGTON AVE       ,55, , ,4714,LEXINGTON,892733.7,1033521
17-024248,2017-05,5/21/2017 1:05,Y, , ,1, ,31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,4560,OHIO ST             ,17, , ,4560,OHIO,896291.1,997476
17-024498,2017-05,5/22/2017 7:39,Y, , ,1, ,130000,2,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",5047,FAIRVIEW AVE        ,14, , ,5000,FAIRVIEW,883920.4,1006968
17-024569,2017-05,5/22/2017 1:30,Y, , ,1, ,73313,2,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48    ,5816,NASHVILLE AVE       ,41, , ,5816,NASHVILLE,881695.5,1016522
17-024736,2017-05,5/22/2017 11:00,Y, , ,1, ,51122,3,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED       ,2857,SALENA ST           ,22, , ,2857,SALENA,900636.1,1007448
17-025093,2017-05,5/24/2017 19:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2627,S KINGSHIGHWAY BLVD ,13, , ,2627,KINGSHIGHWAY,886277.3,1010878
17-026198,2017-05,4/17/2017 7:33,Y, , ,1, ,112010,2,FRAUD-CREDIT DEVICE/OVER $150                     ,2834,KNOX AVE            ,11, , ,2834,KNOX,879838.6,1011179
17-024547,2017-05,5/20/2017 9:00,Y, , ,1, ,69602,6,"LARCENY-ALL OTHER $500 - $24,999                  ",8674,ORIOLE AVE          ,74, , ,8674,ORIOLE,894605.1,1049371
17-024518,2017-05,5/22/2017 10:15,Y, , ,1, ,63701,4,LARCENY-SHOPLIFT UNDER $500                       ,315,N 9TH ST            ,35, ,CULINARIA,315,9TH,907779.2,1018012
17-024931,2017-05,5/20/2017 16:00,Y, , ,1, ,69702,4,LARCENY-ALL OTHER UNDER $500                      ,2700,N 21ST ST           ,60, , ,2700,21ST,904768.2,1025761
17-024291,2017-05,5/20/2017 23:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500                   ,5520,NOTTINGHAM AVE      ,7, , ,5520,NOTTINGHAM,880714.6,1002352
17-024009,2017-05,05/01/2017 23:00,Y, , ,1, ,69702,4,LARCENY-ALL OTHER UNDER $500                      ,600,CLARK AVE           ,35,BUSCH STADIUM, ,600,CLARK,908223.8,1016086
17-023951,2017-05,5/15/2017 13:00,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500                  ,2935,LOCUST ST           ,37, , ,2935,LOCUST,899820.9,1020530
17-023865,2017-05,5/18/2017 22:05,Y, , ,1, ,71040,5,AUTO THEFT-PERM RETNT/ATTEMPT                     ,4933,MAFFITT PL          ,55, , ,4933,MAFFITT,890230.7,1032667
17-026147,2017-05,5/30/2017 21:35,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,211,S BROADWAY          ,35, , ,211,BROADWAY,908535.1,1016052
17-024285,2017-05,5/20/2017 23:30,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,0,N 6TH ST / LOCUST ST,35, , ,618,WASHINGTON,908808.5,1017998
17-024473,2017-05,5/16/2017 0:45,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,5531,GENEVIEVE AVE       ,72, ,NUISANCE ABATEMENT PROPERTY,5531,GENEVIEVE,893066.6,1043756
17-024458,2017-05,5/21/2017 18:00,Y, , ,1, ,72140,5,AUTO THEFT-TRUCK/PERM RETNT/ATTEMPT               ,4455,PERSHING AVE        ,38, , ,4455,PERSHING,890129,1023826
17-023844,2017-05,12/15/2016 12:00,Y, , ,1, ,67601,2,"LARCENY-FROM BUILDING $500 - $24,999              ",3186,S 59TH ST           ,13, , ,3186,59TH,880741,1009076
17-026422,2017-05,5/30/2017 18:00,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500                   ,1139,DOVER PL            ,1, , ,1139,DOVER,890237.1,995248.1
17-024463,2017-05,05/02/2017 8:20,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,6124,N BROADWAY          ,79,LOVES  GAS STATION,NUISANCE ABATEMENT PROPERTY,6124,BROADWAY,900558.8,1038456
17-024603,2017-05,5/21/2017 13:00,Y, , ,1, ,67701,5,LARCENY-FROM BUILDING UNDER $500                  ,6147,PERSHING AVE        ,46, , ,6147,PERSHING,877720.4,1025596
17-026232,2017-05,5/30/2017 17:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2712,DR MARTIN LUTHER KING DR,59,WINDY CITY LOUNGE, ,2712,DR MARTIN LUTHER KING,901469.3,1021321
17-024490,2017-05,5/21/2017 20:00,Y, , ,1, ,71030,2,AUTO THEFT-PERM RETNT/JOY RIDE                    ,6217,REBER PL            ,11, , ,6217,REBER,879287.9,1011483
17-023567,2017-05,04/11/2017 13:34,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT              ,1208,MACKAY PL,32, , ,1208,MACKAY,901445.8,1014558
17-026353,2017-05,5/31/2017 22:59,Y, , ,1, ,152200,4,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,1500,PINE ST             ,36, , ,11,15TH,905241.9,1018191
17-025716,2017-05,5/28/2017 17:28,Y, , ,1, ,36311,4,ROBBERY-COMMERCE PL/OTHR WEP USED/SUCCESS         ,1400,N GRAND BLVD        ,59,WALGREENS, ,1400,GRAND,898337.4,1024456
17-024185,2017-05,5/20/2017 15:49,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,1442,PEABODY CT          ,33,CLINTON PEABODY HOUSING COMPLEX, ,1235,14TH,904206.2,1013767
17-026234,2017-05,5/31/2017 7:50,Y, , ,1, ,41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,1001,N COMPTON AVE       ,31,RENAISSANCE PLACE  HOUSING,RENAISSANCE PLACE AT GRAND APARTMENTS,1001,COMPTON,898628.4,1023257
17-024098,2017-05,5/19/2017 9:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,205,N 9TH ST            ,35, ,@MARK TWAIN HOTEL,1108,9TH,907619.9,1017799
17-024121,2017-05,5/20/2017 11:15,Y, , ,1, ,63701,6,LARCENY-SHOPLIFT UNDER $500                       ,3720,N KINGSHIGHWAY BLVD ,69, , ,3720,KINGSHIGHWAY,891316,1035410
17-024001,2017-05,5/19/2017 16:19,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,721,N TUCKER BLVD       ,36,SHELL GAS STATION,SHELL GAS STATION,721,TUCKER,906857.6,1019492
17-024782,2017-05,5/23/2017 13:09,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,212,N KINGSHIGHWAY BLVD ,38, , ,212,KINGSHIGHWAY,887710.9,1023513
17-025108,2017-05,5/23/2017 20:00,Y, , ,1, ,66601,5,"LARCENY-BICYCLES $500 - $24,999                   ",4439,WASHINGTON BLVD     ,38, , ,4439,WASHINGTON,891279.2,1024950
17-023969,2017-05,5/15/2017 9:00,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500                  ,4713,GOETHE AVE          ,6, , ,215,9TH,883410.4,998341
17-024573,2017-05,04/08/2017 14:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,1128,N 9TH ST            ,62, , ,1128,9TH,908464.2,1020468
17-024122,2017-05,5/20/2017 11:50,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING                          ,721,N TUCKER BLVD       ,36,SHELL GAS STATION, ,721,TUCKER,906857.6,1019492
17-026093,2017-05,5/30/2017 15:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,3800,N NEWSTEAD AVE      ,68, ,APT 302,3800,NEWSTEAD,895638.1,1033127
17-024408,2017-05,5/21/2017 20:45,Y, , ,1, ,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",4300,ST FERDINAND AVE    ,57, , ,4412,ST FERDINAND,894071.9,1029178
17-024519,2017-05,5/20/2017 7:00,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500                  ,932,LOUGHBOROUGH AVE    ,1,LOUGHBOROUGH COMMONS, ,1932,LOUGHBOROUGH,888524.2,991611.8
17-024360,2017-05,5/21/2017 15:00,Y, , ,1, ,91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",4445,ELMBANK AVE         ,56, ,DUPLEX,4646,ELMBANK,894456.3,1032071
17-024715,2017-05,5/23/2017 3:00,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,1911,AGNES AVE           ,65, , ,1911,AGNES,905664.9,1028636
17-024159,2017-05,5/20/2017 15:15,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,1126,S JEFFERSON AVE     ,32, , ,1126,JEFFERSON,900517.1,1015162
17-024581,2017-05,5/22/2017 13:30,Y, , ,1, ,151110,0,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,5636,WILBORN DR,0, , ,5636,WILBORN,888890.8,1047815
17-025815,2017-05,5/29/2017 7:30,Y, , ,1, ,67701,3,LARCENY-FROM BUILDING UNDER $500                  ,3027,OSAGE ST            ,16, , ,3026,OSAGE,895506.6,1001532
17-026415,2017-05,5/31/2017 18:00,Y, , ,1, ,64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,3014,N 25TH ST           ,60,SUTHERLAND APARTMENTS, ,3014,SULLIVAN,903461.9,1027231
17-026428,2017-05,4/14/2017 10:04,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT              ,6324,OLEATHA AVE         ,9, , ,6324,OLEATHA,878191.6,1006576
17-026172,2017-05,5/30/2017 23:47,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,8790,JORDAN AVE          ,74, , ,8790,JORDAN,897093.8,1052462
17-022721,2017-05,5/13/2017 10:05,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,730,CARROLL ST          ,21,SOULARD MARKET COURTYARD,@SOULARD MARKET,,,905629.6,1011355
17-022998,2017-05,5/14/2017 22:50,Y, , ,1, ,43012,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ,2009,HEBERT ST           ,63, , ,,,905261.1,1027578
17-022591,2017-05,05/12/2017 15:49,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1400,CHOUTEAU AVE        ,33, , ,,,904714.8,1014573
17-022190,2017-05,05/10/2017 13:20,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500                  ,920,S GRAND BLVD        ,37, ,@CAPTAIN DS - S GRAND,,,895552.6,1016968
17-023055,2017-05,5/13/2017 19:00,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,0,LINDELL BLVD / OLIVE ST,37, , ,,,897614.6,1020776
17-022532,2017-05,05/12/2017 10:05,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",5000,ENRIGHT AVE         ,51, , ,,,887821.8,1026605
17-020405,2017-05,05/01/2017 0:31,Y, , ,1, ,91113,3,SIMPLE ASSAULT-ADULT/NO INJURY                    ,816,GEYER AVE           ,21, ,MOLLYS BAR,,,904769.3,1010363
17-023183,2017-05,5/15/2017 16:45,Y, , ,1, ,91303,3,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY           ,3100,CHEROKEE ST         ,19, , ,,,895994.4,1005310
17-022386,2017-05,05/11/2017 10:45,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",0,N 16TH ST / DELMAR BLVD,36, , ,,,905555.1,1019971
17-020429,2017-05,4/29/2017 1:30,Y, , ,1, ,69602,6,"LARCENY-ALL OTHER $500 - $24,999                  ",4402,NATURAL BRIDGE AVE  ,56, , ,,,895263.6,1032809
17-020579,2017-05,05/01/2017 18:51,Y, , ,1, ,182400,3,DRUGS-POSSESSION/MARIJUANA                        ,2600,CHIPPEWA ST         ,18, , ,,,898351.1,1002487
17-022693,2017-05,5/13/2017 3:00,Y, , ,1, ,43016,3,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC           ,2312,S 10TH ST           ,21,SOULARD, ,,,903871.2,1009072
17-022717,2017-05,5/13/2017 8:00,Y, , ,1, ,91113,1,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3608,DELOR ST            ,16,RESIDENCE, ,,,891552.9,997605.5
17-020416,2017-05,05/01/2017 3:15,Y, , ,1, ,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,0,GRAVOIS AVE / RUSSELL BLVD,21, , ,,,902500.3,1010617
17-023246,2017-05,5/16/2017 0:50,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,0,I 64 EASTBOUND / S TUCKER BLVD,35, ,ON INTERSTATE,,,905946,1015835
17-022607,2017-05,05/12/2017 16:41,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,3202,S KINGSHIGHWAY BLVD ,15, , ,,,886045.3,1008369
17-020563,2017-05,05/01/2017 17:30,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,721,N TUCKER BLVD       ,36,SHELL GAS STATION, ,,,906857.6,1019492
17-022632,2017-05,05/12/2017 17:00,Y, , ,1, ,61701,5,LARCENY-PICKPOCKET UNDER $500                     ,0,PAULIAN PL / UNION BLVD,52, , ,,,886697.9,1031637
17-023017,2017-05,5/15/2017 0:01,Y, , ,1, ,42014,1,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC          ,4654,MORGANFORD RD       ,5, , ,,,887058.5,1001595
17-022676,2017-05,5/13/2017 0:42,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,4949,BARNES JEWISH HOSPITAL PLZ,38,BARNES JEWISH HOSPITAL,@BARNES JEWISH HOSPITAL,4949,,887396.8,1020150
17-022536,2017-05,05/12/2017 10:15,Y, , ,1, ,91113,2,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5050,OAKLAND AVE         ,40,SCIENCE CENTER,@ST LOUIS SCIENCE CENTER,5050,OAKLAND,885841.9,1017790
17-023234,2017-05,5/13/2017 23:07,Y, , ,1, ,142310,6,DESTRUCTION OF PROPERTY-MALICIOUS/PUBLIC PROP     ,4014,UNION BLVD          ,70, ,@NORTH PATROL DIVISION,4014,UNION,890074.4,1037079
17-022686,2017-05,5/13/2017 1:40,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,118,MORGAN ST           ,35, ,@BIG DADDYS,118,MORGAN,910499.1,1018622
17-019522,2017-05,4/25/2017 12:52,Y, , ,1, ,91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",6639,S KINGSHIGHWAY BLVD ,6,BANK OF AMERICA,@BANK OF AMERICA - KINGSHIGHWAY,6639,KINGSHIGHWAY,881865.6,997056.9
17-020467,2017-05,05/01/2017 10:06,Y, , ,1, ,151110,1,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,515,LOUGHBOROUGH AVE    ,1, , ,516,LOUGHBOROUGH,889894.9,991199.8
17-022653,2017-05,05/12/2017 22:15,Y, , ,1, ,71040,3,AUTO THEFT-PERM RETNT/ATTEMPT                     ,2636,CHIPPEWA ST         ,16, , ,2636,CHIPPEWA,898026,1002536
17-022897,2017-05,5/14/2017 9:47,Y, , ,1, ,71030,6,AUTO THEFT-PERM RETNT/JOY RIDE                    ,8450,GAST PL             ,74, ,@BADEN HOUSE,8450,GAST,896704.1,1049972
17-020537,2017-05,05/01/2017 15:06,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,4140,LINDELL BLVD        ,38, ,@ARCHDIOCESAN OFFICE,4140,LINDELL,892379.3,1021918
17-022636,2017-05,05/11/2017 22:30,Y, , ,1, ,69602,5,"LARCENY-ALL OTHER $500 - $24,999                  ",4439,WASHINGTON AVE      ,38, , ,4425,WASHINGTON,890945.4,1025203
17-022456,2017-05,05/11/2017 19:00,Y, , ,1, ,64601,5,"LARCENY-FROM MTR VEH $500 - $24,999               ",930,N KINGSHIGHWAY BLVD ,53, ,BP,930,KINGSHIGHWAY,888019.9,1027321
17-023170,2017-05,05/12/2017 19:30,Y, , ,1, ,69602,5,"LARCENY-ALL OTHER $500 - $24,999                  ",5990,PAGE BLVD           ,48, , ,5990,PAGE,880481.7,1032733
17-020475,2017-05,05/01/2017 10:54,Y, , ,1, ,36112,4,ROBBERY-COMMERCE PL/FIREARM USED/ATTEMPT          ,1701,DELMAR BLVD         ,36,IMO S PIZZA, ,1701,DELMAR,905088.9,1020194
17-022531,2017-05,05/12/2017 9:40,Y, , ,1, ,211000,2,DUI-DRVING WHILE INTOXICATED                      ,5521,CHIPPEWA ST         ,14, , ,5521,CHIPPEWA,881195.5,1004798
17-022208,2017-05,05/10/2017 12:15,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN                           ,3646,GARFIELD AVE        ,59, , ,3646,GARFIELD,898447,1025988
17-023074,2017-05,5/14/2017 22:00,Y, , ,1, ,65701,4,LARCENY-MTR VEH PARTS UNDER $500                  ,3731,N 20TH ST           ,65, , ,3731,20TH,904885.7,1029639
17-022938,2017-05,5/14/2017 13:00,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3561,ITASKA ST           ,16, , ,3561,ITASKA,892261.1,997983.6
17-022606,2017-05,05/09/2017 16:00,Y, , ,1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4014,NATURAL BRIDGE AVE  ,56, , ,4014,NATURAL BRIDGE,898511.2,1031017
17-022945,2017-05,04/12/2017 15:00,Y, , ,1, ,69602,6,"LARCENY-ALL OTHER $500 - $24,999                  ",5225,CONDE ST            ,66, , ,5225,CONDE,902336.1,1035045
17-020502,2017-05,05/01/2017 12:35,Y, , ,1, ,41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,3134,CHIPPEWA ST         ,16, , ,3134,CHIPPEWA,895211.6,1002756
17-023101,2017-05,5/15/2017 9:30,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500                      ,6318,ALABAMA AVE         ,1, , ,6318,ALABAMA,890825.6,992817.7
17-023075,2017-05,5/14/2017 18:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500                  ,3949,LINDELL BLVD        ,38, , ,3949,LINDELL,893684.9,1021926
17-022573,2017-05,05/12/2017 13:30,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500                       ,4651,CHIPPEWA ST         ,15, , ,4651,CHIPPEWA,885882.6,1004157
17-020409,2017-05,05/01/2017 1:06,Y, , ,1, ,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",904,AUBERT AVE          ,53, , ,904,AUBERT,888398,1027224
17-020527,2017-05,05/01/2017 13:49,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5481,GENEVIEVE AVE       ,72, , ,5481,GENEVIEVE,892735.3,1043523
17-022813,2017-05,5/13/2017 17:38,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,2836,WYOMING ST          ,30, , ,2838,WYOMING,897175.3,1006464
17-023268,2017-05,5/15/2017 18:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,816,DICKSON ST          ,62, , ,816,DICKSON,909042.6,1021637
17-022508,2017-05,05/10/2017 11:53,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1400,N. GRAND,59,WALGREENS, ,1400,N. GRAND,0,0
17-020445,2017-05,4/30/2017 23:20,Y, , ,1, ,71030,3,AUTO THEFT-PERM RETNT/JOY RIDE                    ,3653,MICHIGAN AVE        ,19, , ,3653,MICHIGAN,895351.8,1003612
17-023051,2017-05,5/13/2017 15:30,Y, , ,1, ,52322,2,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE    ,5100,WILSON AVE          ,12,CONSTRUCTION SITE,CONSTRUCTION SITE,5100,WILSON,885362.1,1012967
17-022864,2017-05,5/14/2017 2:24,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,1724,S BROADWAY          ,20,BAR 101,PARKING LOT,1838,VICTOR,906062.8,1010375
17-023260,2017-05,5/16/2017 2:00,Y, , ,1, ,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",1000,N 19TH ST           ,61, , ,1000,19TH,904464.4,1021061
17-022547,2017-05,05/11/2017 8:00,Y, , ,1, ,67601,2,"LARCENY-FROM BUILDING $500 - $24,999              ",3820,SHAW BLVD           ,27, , ,3820,SHAW,893811.5,1013067
17-022878,2017-05,5/13/2017 23:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,400,S 14TH ST           ,36, ,@HOTEL- SHERATON,400,14TH,905362.3,1016200
17-022439,2017-05,05/11/2017 17:22,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500                      ,4091,HAVEN ST            ,4, , ,4115,HAVEN,885003.2,995172.5
17-023141,2017-05,5/15/2017 13:23,Y, , ,1, ,67701,1,LARCENY-FROM BUILDING UNDER $500                  ,3209,N DAKOTA ST         ,17, , ,4200,CHARITON,894393.2,998733.2
17-023131,2017-05,05/06/2017 12:00,Y, , ,1, ,67701,3,LARCENY-FROM BUILDING UNDER $500                  ,3250,CHOUTEAU AVE        ,31,LIFE CARE ST LOUIS, ,3250,CHOUTEAU,897077.8,1016521
17-023312,2017-05,5/16/2017 9:25,Y, , ,1, ,142310,2,DESTRUCTION OF PROPERTY-MALICIOUS/PUBLIC PROP     ,6400,CONCOURSE,82, ,@ OLD WORLDS FAIR PAVIL,6400,CONCOURSE,881641.6,1020627
17-024841,2017-05,5/23/2017 17:40,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500                       ,4255,HAMPTON AVE         ,8,TARGET,@TARGET,,,878653.4,1004650
17-025030,2017-05,5/24/2017 18:40,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5000,GOODFELLOW BLVD     ,76, ,FISH AND CHICKEN,,,887882.4,1044387
17-021177,2017-05,05/04/2017 20:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500                  ,0,ADELAIDE AVE / I 70 EASTBOUND,66, ,ALIAS ADELAIDE/EB 70,,,902602.9,1036399
17-020799,2017-05,05/03/2017 0:12,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,4500,S BROADWAY          ,17, , ,,,896261.1,997737.1
